U0(mV)	U90(mV)	I(mA)	errorU0(%)	errorU90(%)	TxV(V)	
47.49783	0.32285	0.01	0.1	9	0	
52.268	0.44445	0.01	0	7	1	
50.13536	0.31139	0.01	0	11	1	
30.58344	0.28354	0.01	0.2	16	0	
34.6646	0.39411	0.01	0	1	0	
34.76497	0.47139	0.01	0.1	4	0	
35.59426	0.49322	0.01	0.2	18	0	
38.98257	0.55846	0.01	0	4	0	
36.84914	0.48877	0.01	0	0	0	
38.08688	0.62709	0.01	0.1	1	0	
36.94273	0.46939	0.01	0	2	1	
27.62774	0.46443	0.01	0	15	0	
27.08241	0.33855	0.01	0.2	14	0	
27.89518	0.32299	0.01	0.1	3	0	
31.15199	0.38256	0.01	0	5	0	
30.46964	0.35659	0.01	0.1	7	0	
22.09147	0.2991	0.01	0.2	19	0	
22.36378	0.49229	0.01	0.1	7	0	
17.12.2019	18:00:00					
7.9						
13.69						
36.36682	0.13178	0.01	0	2	0	
38.54011	0.13855	0.01	0	2	0	
36.77877	0.0789	0.01	0	1	0	
37.83985	0.0618	0.01	0	38	0	
36.94081	0.09332	0.01	0	11	0	
39.21775	0.11482	0.01	0	12	0	
33.64506	0.1164	0.01	0	1	0	
60.06858	0.31288	0.01	0	22	1	
49.27446	0.15582	0.01	0	93	0	
45.88658	0.20247	0.01	0	68	0	
48.08216	0.10015	0.01	0	73	0	
49.76641	0.22194	0.01	0	3	0	
57.25759	0.26741	0.01	0	0	0	
50.51372	0.21952	0.01	0	9	0	
48.46097	0.12976	0.01	0	9	0	
52.02031	0.13873	0.01	0	2	0	
54.92737	0.15886	0.01	0	10	0	
38.59056	0.09286	0.01	0.1	34	0	
37.94749	0.08858	0.01	0	9	0	
39.75667	0.23577	0.01	0	7	0	
36.53857	0.2063	0.01	0	1	0	
33.19152	0.23505	0.01	0	22	0	
46.164	0.2484	0.01	0	13	0	
54.15634	0.30985	0.01	0.1	18	0	
43.33591	0.28534	0.01	0	5	0	
38.21983	0.32208	0.01	0	12	0	
46.20046	0.28292	0.01	0	3	0	
54.45384	0.19907	0.01	0	13	1	
52.42919	0.24266	0.01	0	5	0	
46.52527	0.21056	0.01	0.1	16	0	
47.5666	0.23052	0.01	0	10	0	
33.5711	0.22251	0.01	0	14	0	
30.82036	0.29028	0.01	0	11	0	
29.10317	0.20449	0.01	0.1	15	0	
37.2661	0.35693	0.01	0	5	0	
41.0241	0.34017	0.01	0.1	20	0	
41.85714	0.3868	0.01	0	1	0	
36.27673	0.32839	0.01	0	8	0	
35.84209	0.39364	0.01	0.1	5	0	
40.05208	0.34631	0.01	0	5	0	
44.86074	0.30766	0.01	0	1	0	
43.77867	0.28297	0.01	0	11	1	
25.44746	0.2405	0.01	0.1	11	0	
29.72349	0.20114	0.01	0.1	7	0	
30.39509	0.42449	0.01	0	8	0	
30.85243	0.34782	0.01	0	6	0	
33.80717	0.39666	0.01	0	7	0	
31.9816	0.39635	0.01	0	4	0	
32.82379	0.47149	0.01	0	4	0	
32.51862	0.26453	0.01	0.2	21	0	
24.43452	0.1007	0.01	0	58	0	
24.2213	0.28664	0.01	0.2	22	0	
24.94462	0.24719	0.01	0.1	7	0	
27.88195	0.2658	0.01	0.1	5	0	
27.43323	0.32813	0.01	0.1	8	0	
19.94693	0.35468	0.01	0.1	14	0	
20.61641	0.36616	0.01	0	3	0	
18.12.2019	0:00:00					
5.94						
13.74						
32.05063	0.08838	0.01	0	1	0	
34.2034	0.10973	0.01	0	3	0	
32.26148	0.11363	0.01	0	0	0	
32.84185	0.1059	0.01	0	3	0	
32.47262	0.09805	0.01	0	2	0	
32.98044	0.10519	0.01	0	14	0	
29.36487	0.09	0.01	0	6	0	
50.58441	0.2067	0.01	0	28	0	
42.40335	0.30357	0.01	0.3	53	0	
39.2906	0.35254	0.01	0.2	23	0	
42.30921	0.13293	0.01	0	9	1	
43.54259	0.10881	0.01	0	6	0	
51.22869	0.11718	0.01	0	1	0	
45.74156	0.09846	0.01	0.1	11	0	
43.87958	0.08424	0.01	0.1	30	0	
47.33053	0.10009	0.01	0	23	0	
48.66146	0.20129	0.01	0	0	0	
33.79954	0.18238	0.01	0	3	0	
32.7833	0.16451	0.01	0	6	0	
34.34617	0.17453	0.01	0	4	0	
31.44764	0.17605	0.01	0	4	0	
28.53961	0.15522	0.01	0	25	1	
39.7888	0.20865	0.01	0	2	0	
46.39335	0.17964	0.01	0.1	52	0	
37.57027	0.21199	0.01	0	6	0	
33.6648	0.32232	0.01	0.1	9	0	
40.42978	0.15996	0.01	0	11	0	
48.03548	0.15565	0.01	0	0	1	
46.98048	0.23497	0.01	0.1	6	0	
42.06676	0.16396	0.01	0	6	0	
42.67037	0.16415	0.01	0	10	0	
29.72262	0.25522	0.01	0	3	0	
27.06034	0.11013	0.01	0	42	0	
25.69914	0.18531	0.01	0	8	0	
32.37271	0.2858	0.01	0	8	0	
35.86363	0.53753	0.01	0.2	3	0	
36.47376	0.14498	0.01	0	18	0	
32.04227	0.16316	0.01	0.1	13	0	
31.59428	0.30578	0.01	0	8	0	
36.01638	0.1896	0.01	0	8	0	
40.22184	0.30269	0.01	0	10	0	
39.30441	0.31463	0.01	0	2	1	
22.95606	0.20413	0.01	0	7	0	
26.59568	0.26857	0.01	0	15	0	
26.96389	0.32843	0.01	0.2	2	0	
27.39636	0.3615	0.01	0.1	6	0	
29.92141	0.29291	0.01	0	7	0	
28.4457	0.23887	0.01	0	4	0	
29.54934	0.1934	0.01	0	15	0	
29.55705	0.19609	0.01	0.1	24	0	
22.40829	0.16175	0.01	0.1	10	0	
21.96448	0.12979	0.01	0.1	35	0	
22.54599	0.29646	0.01	0	7	0	
24.99107	0.29405	0.01	0.1	12	0	
24.79671	0.3224	0.01	0	2	0	
18.35157	0.34262	0.01	0.2	7	0	
18.8625	0.30743	0.01	0.1	2	0	
18.12.2019	6:00:00					
-1.04						
13.05						
38.64793	0.12862	0.01	0	5	0	
41.89026	0.11043	0.01	0	3	0	
38.99468	0.07982	0.01	0	10	0	
40.22838	0.06119	0.01	0	4	0	
40.49288	0.06046	0.01	0	10	0	
41.85691	0.05848	0.01	0	16	0	
37.34865	0.04703	0.01	0	33	0	
63.82689	0.23729	0.01	0	4	1	
51.72894	-0.16252	0.01	0.2	80	0	
50.13206	0.08751	0.01	0	118	0	
51.85625	0.25173	0.01	0	20	1	
52.8238	0.23241	0.01	0	1	0	
61.09389	0.29797	0.01	0	2	0	
54.42027	0.27201	0.01	0	3	0	
51.46071	0.24062	0.01	0	2	0	
54.80408	0.27005	0.01	0	2	0	
57.33216	0.21257	0.01	0	1	0	
41.44404	0.13349	0.01	0.1	15	0	
39.46979	0.20687	0.01	0	4	0	
41.78946	0.23655	0.01	0	1	0	
38.81068	0.22729	0.01	0	2	0	
35.85927	0.21631	0.01	0	10	1	
48.32227	0.31232	0.01	0	0	0	
55.4797	0.3766	0.01	0	22	0	
45.01202	0.28825	0.01	0	0	0	
41.05716	0.35705	0.01	0	13	0	
48.20851	0.31922	0.01	0	0	0	
56.48149	0.31276	0.01	0	1	1	
54.91929	0.29154	0.01	0	4	0	
48.87703	0.20345	0.01	0	3	0	
49.08781	0.26902	0.01	0	0	0	
35.0161	0.20063	0.01	0.1	5	0	
32.42976	0.12649	0.01	0.1	13	1	
30.88212	0.21698	0.01	0	6	0	
38.61962	0.32846	0.01	0	1	0	
42.18506	0.22043	0.01	0	37	0	
42.78056	0.3831	0.01	0	2	0	
37.29954	0.33394	0.01	0	1	0	
37.24807	0.37249	0.01	0	14	0	
41.3679	0.41857	0.01	0	3	0	
46.11567	0.45908	0.01	0	0	0	
44.7354	0.37235	0.01	0	0	1	
26.6513	0.2866	0.01	0	2	0	
30.62209	0.25917	0.01	0.1	3	0	
30.96866	0.04684	0.01	0.3	5	0	
31.44111	0.27678	0.01	0.1	1	0	
34.29172	0.25532	0.01	0.1	7	0	
32.37601	0.22825	0.01	0.1	14	0	
33.42941	0.45922	0.01	0	3	0	
33.02019	0.40731	0.01	0	1	0	
25.21616	0.34895	0.01	0	10	0	
24.48179	0.37444	0.01	0	4	0	
25.15809	0.38487	0.01	0	4	0	
27.93675	0.4309	0.01	0	4	0	
27.30692	0.43054	0.01	0	2	0	
20.06124	0.40115	0.01	0	2	0	
20.42954	0.37365	0.01	0	0	0	
18.12.2019	12:00:00					
9.41						
13.74						
36.51315	0.14845	0.01	0	15	0	
39.55373	0.07996	0.01	0	8	0	
37.21038	0.06067	0.01	0	17	0	
37.90684	0.042	0.01	0	36	0	
37.67821	0.04747	0.01	0	23	0	
38.44924	0.11729	0.01	0	12	0	
33.81543	0.09972	0.01	0	0	0	
58.37639	0.33331	0.01	0	13	1	
50.0588	0.03957	0.01	0	135	0	
45.6646	0.13136	0.01	0	69	0	
48.49055	0.17508	0.01	0	26	0	
49.8936	0.22106	0.01	0	1	0	
58.34448	0.2993	0.01	0	3	0	
52.02723	0.25762	0.01	0	2	0	
49.51844	0.21415	0.01	0	0	0	
53.03991	0.20447	0.01	0	2	0	
54.88915	0.15099	0.01	0	6	0	
38.97159	0.14881	0.01	0	3	0	
37.72969	0.12851	0.01	0	0	0	
39.66501	0.11863	0.01	0	10	0	
36.57209	0.10656	0.01	0	15	0	
32.69166	0.20369	0.01	0	8	1	
45.07748	0.29138	0.01	0	0	0	
53.6525	0.395	0.01	0	15	0	
43.70991	0.27274	0.01	0	1	0	
38.42586	0.27944	0.01	0	13	0	
45.76919	0.31268	0.01	0	0	0	
54.40585	0.30514	0.01	0	5	0	
53.05889	0.30785	0.01	0	13	0	
47.43917	0.30456	0.01	0.1	10	0	
47.98501	0.21157	0.01	0	5	0	
33.80056	0.19554	0.01	0.1	2	0	
30.76067	0.12117	0.01	0.1	11	1	
28.90322	0.13645	0.01	0.1	20	0	
36.25011	0.28265	0.01	0	0	0	
40.51866	0.22617	0.01	0	22	0	
41.3897	0.2697	0.01	0.2	33	0	
36.42454	0.30977	0.01	0	1	0	
35.56964	0.33031	0.01	0	11	0	
39.88363	0.39745	0.01	0	6	0	
44.86205	0.45552	0.01	0	0	0	
44.1221	0.32541	0.01	0	10	1	
25.28809	0.24019	0.01	0	5	0	
29.23077	0.19107	0.01	0.1	7	0	
29.96787	0.14382	0.01	0.2	1	0	
30.33392	0.33294	0.01	0	2	0	
33.36963	0.37773	0.01	0	5	0	
31.77513	0.36547	0.01	0	3	0	
32.58437	0.34901	0.01	0.1	10	0	
32.67213	0.51147	0.01	0.1	18	0	
24.40311	0.39814	0.01	0	7	0	
23.73418	0.33171	0.01	0	1	0	
24.41739	0.23769	0.01	0.2	0	0	
27.33998	0.27208	0.01	0.1	0	0	
27.23055	0.30067	0.01	0.1	0	0	
19.63367	0.234	0.01	0.2	6	0	
20.32533	0.2229	0.01	0.2	15	0	
18.12.2019	18:00:00					
15.51						
13.69						
32.70332	0.09849	0.01	0	0	0	
35.04251	0.0565	0.01	0	6	0	
33.95974	0.05024	0.01	0	20	0	
34.44237	0.01522	0.01	0	32	0	
34.82809	0.11123	0.01	0	4	0	
35.38039	0.12471	0.01	0	2	0	
31.66372	0.10453	0.01	0	3	0	
52.95714	0.25884	0.01	0	19	1	
46.13526	0.19146	0.01	0.1	83	0	
43.76788	0.28277	0.01	0.1	36	0	
45.86356	0.18031	0.01	0	9	1	
45.51585	0.19619	0.01	0	5	0	
53.67138	0.18396	0.01	0	9	0	
47.90163	0.1114	0.01	0	2	0	
44.88616	0.10921	0.01	0	4	0	
47.72317	0.1075	0.01	0	12	0	
49.92344	0.11465	0.01	0.1	25	0	
34.74379	0.18686	0.01	0	0	0	
33.76468	0.1764	0.01	0	8	0	
35.75191	0.20964	0.01	0	2	0	
33.49703	0.18853	0.01	0	3	0	
30.32493	0.15346	0.01	0	21	0	
40.48792	0.25328	0.01	0	0	0	
47.81897	0.20346	0.01	0.1	47	0	
40.52203	0.24422	0.01	0	1	0	
36.22415	0.31838	0.01	0	4	0	
41.42319	0.16303	0.01	0.1	14	0	
48.82633	0.20242	0.01	0.1	19	1	
48.38995	0.23593	0.01	0	0	0	
43.0807	0.20184	0.01	0	3	0	
42.73274	0.31693	0.01	0	4	0	
30.87397	0.26744	0.01	0	4	0	
28.18567	0.23416	0.01	0	3	0	
26.53164	0.23619	0.01	0	4	0	
32.52552	0.22158	0.01	0.1	24	0	
36.51627	0.46082	0.01	0	17	0	
37.63845	0.23921	0.01	0	8	0	
33.80344	0.17507	0.01	0.1	3	0	
32.83451	0.31418	0.01	0	8	0	
36.3701	0.16545	0.01	0	9	0	
40.56504	0.22129	0.01	0.1	20	0	
39.78224	0.36192	0.01	0	4	0	
23.25959	0.25361	0.01	0	2	0	
26.67237	0.26989	0.01	0	2	0	
27.32785	0.28712	0.01	0	7	0	
27.83212	0.30703	0.01	0	9	0	
30.63812	0.37116	0.01	0	0	0	
29.36839	0.36011	0.01	0	7	0	
30.25299	0.36779	0.01	0	1	0	
29.81227	0.28565	0.01	0	8	0	
22.37005	0.18008	0.01	0.2	5	0	
21.9944	0.21908	0.01	0.2	8	0	
22.782	0.21903	0.01	0.1	3	0	
25.19441	0.23771	0.01	0	4	0	
25.34734	0.22652	0.01	0.2	25	0	
18.50491	0.31374	0.01	0.1	11	0	
18.89221	0.30089	0.01	0	3	0	
19.12.2019	0:00:00					
7.38						
13.69						
38.94844	0.13438	0.01	0	2	0	
42.13697	0.05762	0.01	0	6	0	
40.02277	0.0678	0.01	0	5	0	
41.37989	0.07103	0.01	0	5	0	
41.9654	0.06096	0.01	0	30	0	
44.12621	0.06417	0.01	0	15	0	
38.64793	0.13072	0.01	0	1	0	
64.25199	0.37392	0.01	0	10	1	
54.67245	0.09699	0.01	0	83	0	
52.77886	0.20635	0.01	0	44	0	
53.96753	0.21422	0.01	0	24	1	
53.86207	0.25692	0.01	0	1	0	
62.07791	0.32767	0.01	0	5	0	
54.56911	0.27576	0.01	0	2	0	
50.64204	0.16875	0.01	0	6	0	
53.26346	0.26375	0.01	0	1	0	
55.77876	0.28388	0.01	0	0	0	
41.83402	0.25385	0.01	0	0	0	
39.98013	0.25259	0.01	0	1	0	
42.68374	0.24565	0.01	0	0	0	
40.65593	0.26041	0.01	0	9	0	
37.07183	0.23909	0.01	0	6	1	
47.98243	0.3258	0.01	0	1	0	
56.44328	0.35258	0.01	0	2	0	
47.36934	0.28892	0.01	0	3	0	
42.32263	0.24203	0.01	0	3	0	
48.29539	0.19505	0.01	0	5	0	
56.451	0.28301	0.01	0	1	1	
55.10134	0.24265	0.01	0	8	0	
48.65525	0.24381	0.01	0.1	21	0	
48.05321	0.35087	0.01	0	0	0	
35.8168	0.30429	0.01	0	3	0	
33.11561	0.3089	0.01	0	1	0	
31.2727	0.25704	0.01	0	4	0	
38.33727	0.32926	0.01	0	3	0	
41.9825	0.45789	0.01	0.1	10	0	
43.26541	0.4272	0.01	0	0	0	
38.49879	0.38171	0.01	0	4	0	
37.71646	0.38729	0.01	0	0	0	
41.31512	0.36136	0.01	0	11	0	
45.63253	0.36399	0.01	0	2	0	
44.39751	0.32729	0.01	0.1	2	0	
26.76698	0.22926	0.01	0	3	0	
30.37948	0.27529	0.01	0	1	0	
30.82175	-0.0905	0.01	1	75	0	
31.44354	0.36254	0.01	0.1	18	0	
34.38994	0.39804	0.01	0	2	0	
32.88413	0.37501	0.01	0	2	0	
33.91227	0.44713	0.01	0	2	0	
33.1215	0.37244	0.01	0.1	15	0	
24.99857	0.43102	0.01	0	3	0	
24.40568	0.3967	0.01	0	0	0	
25.03228	0.37419	0.01	0	2	0	
27.85444	0.34978	0.01	0	1	0	
27.67441	0.26818	0.01	0.1	1	0	
20.10576	0.28119	0.01	0.1	2	0	
20.46969	0.29288	0.01	0	5	0	
19.12.2019	6:00:00					
0.91						
13.05						
46.56502	0.17167	0.01	0	8	0	
50.94719	0.16441	0.01	0	4	0	
47.51645	0.1169	0.01	0	8	0	
49.92528	0.11277	0.01	0	2	0	
50.81376	0.10421	0.01	0	3	0	
55.06066	0.11254	0.01	0	16	0	
47.55661	0.08555	0.01	0	29	0	
80.91764	0.53518	0.01	0	10	1	
66.08482	0.07107	0.01	0.1	138	0	
65.16154	0.25086	0.01	0	36	0	
64.28618	0.32134	0.01	0	18	1	
63.80966	0.31807	0.01	0	0	0	
72.53765	0.39893	0.01	0	1	0	
63.28697	0.35056	0.01	0	3	0	
58.46183	0.28812	0.01	0	0	0	
61.33041	0.31464	0.01	0	0	0	
64.5749	0.33064	0.01	0	1	0	
50.27914	0.27194	0.01	0	4	0	
47.27072	0.20774	0.01	0	4	0	
51.02242	0.21883	0.01	0	0	0	
48.82579	0.23311	0.01	0	3	0	
45.13166	0.17417	0.01	0	9	1	
57.87612	0.25341	0.01	0	15	0	
67.24743	0.65361	0.01	0	12	0	
55.72447	0.4018	0.01	0	0	0	
49.83891	0.34846	0.01	0	11	0	
56.32267	0.42396	0.01	0	0	0	
65.54755	0.45269	0.01	0	8	1	
63.48363	0.49859	0.01	0	1	0	
55.49432	0.43026	0.01	0	1	0	
54.98697	0.43124	0.01	0	1	0	
41.13705	0.41347	0.01	0	0	0	
38.3384	0.2951	0.01	0	2	1	
36.2374	0.27171	0.01	0	3	0	
45.16472	0.28801	0.01	0.1	1	0	
48.80324	0.36569	0.01	0	1	0	
50.32747	0.32493	0.01	0.1	7	0	
43.78227	0.27934	0.01	0.1	12	0	
43.02193	0.44868	0.01	0	0	0	
46.61993	0.48156	0.01	0	1	0	
51.64586	0.53197	0.01	0	1	0	
49.96165	0.48847	0.01	0	5	1	
30.27326	0.39217	0.01	0	2	0	
34.46496	0.45861	0.01	0	3	0	
34.96036	0.18795	0.01	0.2	11	0	
35.62135	0.32504	0.01	0.1	0	0	
38.89265	0.37203	0.01	0.1	1	0	
36.51884	0.30759	0.01	0.1	8	0	
37.4944	0.3895	0.01	0.1	6	0	
36.29919	0.48309	0.01	0	1	0	
27.72649	0.4149	0.01	0	6	0	
27.0089	0.43899	0.01	0	3	0	
27.57871	0.45594	0.01	0	4	0	
30.79955	0.49681	0.01	0.1	2	0	
30.07042	0.51009	0.01	0	4	0	
21.77829	0.47246	0.01	0	3	0	
21.8755	0.45492	0.01	0	1	0	
19.12.2019	12:00:00					
6.94						
13.74						
44.77884	0.14414	0.01	0	4	0	
49.1148	0.11584	0.01	0	6	0	
45.89153	0.10038	0.01	0	14	0	
47.93341	0.08096	0.01	0	23	0	
48.52276	0.11538	0.01	0	22	0	
51.43388	0.18075	0.01	0	1	0	
45.20774	0.17945	0.01	0	2	0	
76.50646	0.43097	0.01	0	12	1	
65.01882	0.19193	0.01	0	76	0	
61.52817	0.32405	0.01	0	27	0	
61.39354	0.24013	0.01	0	15	1	
61.13338	0.2962	0.01	0	0	0	
70.10182	0.35324	0.01	0	0	0	
61.13923	0.28814	0.01	0	1	0	
56.76914	0.18494	0.01	0	4	0	
60.01773	0.16979	0.01	0	0	0	
62.76453	0.17783	0.01	0.1	14	0	
48.29529	0.20004	0.01	0	10	0	
45.91257	0.15474	0.01	0.1	14	0	
49.1694	0.3054	0.01	0	1	0	
46.58623	0.31359	0.01	0	2	0	
42.2888	0.27639	0.01	0	4	1	
55.4009	0.39067	0.01	0	0	0	
65.78473	0.53906	0.01	0	12	0	
54.63065	0.43411	0.01	0	10	0	
47.49442	0.36854	0.01	0.1	4	0	
54.15706	0.41871	0.01	0	0	0	
63.90874	0.42515	0.01	0	1	1	
61.8846	0.48213	0.01	0	4	0	
54.06274	0.33638	0.01	0	9	0	
54.04187	0.2789	0.01	0.1	12	1	
40.14748	0.36121	0.01	0	1	0	
36.69422	0.32274	0.01	0	4	1	
34.61781	0.3296	0.01	0	1	0	
43.28491	0.40838	0.01	0	0	0	
47.92943	0.41133	0.01	0	13	0	
49.25312	0.53775	0.01	0	7	0	
42.92203	0.43591	0.01	0	2	0	
41.44263	0.48997	0.01	0	7	0	
45.17223	0.45359	0.01	0	0	0	
50.38323	0.43734	0.01	0	1	0	
49.39898	0.34089	0.01	0.1	0	1	
29.1035	0.2615	0.01	0.1	1	0	
33.33449	0.32262	0.01	0.1	4	0	
34.22621	0.51649	0.01	0.1	11	0	
35.01618	0.32428	0.01	0.2	29	0	
38.10305	0.425	0.01	0	9	0	
35.9021	0.44046	0.01	0	1	0	
36.58797	0.47272	0.01	0	3	0	
35.59326	0.46607	0.01	0	0	0	
27.04527	0.44298	0.01	0	1	0	
26.44191	0.47842	0.01	0.1	1	0	
26.98108	0.43905	0.01	0	7	0	
30.21842	0.50029	0.01	0.1	7	0	
29.72505	0.40098	0.01	0	1	0	
21.23891	0.25443	0.01	0.2	7	0	
21.59888	0.3398	0.01	0.1	0	0	
19.12.2019	18:00:00					
14.98						
13.71						
39.79765	0.19834	0.01	0	12	0	
43.37509	0.17422	0.01	0	1	0	
41.60224	0.19794	0.01	0	6	0	
43.19207	0.19739	0.01	0	5	0	
44.22592	0.18044	0.01	0	1	0	
46.98369	0.18966	0.01	0	4	0	
41.06797	0.09381	0.01	0	1	0	
67.7825	0.18268	0.01	0	5	1	
57.50504	-0.56436	0.01	0.4	15	0	
56.13436	-0.20896	0.01	0.2	45	0	
57.01343	0.19083	0.01	0	14	0	
55.67304	0.27433	0.01	0	1	0	
63.83225	0.36386	0.01	0	7	0	
56.46889	0.27066	0.01	0	8	0	
51.91516	0.24948	0.01	0	2	0	
54.36732	0.21334	0.01	0	4	0	
57.39095	0.17891	0.01	0	1	0	
43.11825	0.1883	0.01	0	1	0	
41.16709	0.15721	0.01	0.1	9	0	
44.34826	0.15687	0.01	0.1	17	0	
42.635	0.27902	0.01	0	0	0	
39.04045	0.25787	0.01	0	3	0	
49.44535	0.34067	0.01	0	4	0	
58.32667	0.41054	0.01	0	1	0	
49.61757	0.34235	0.01	0	0	0	
44.39726	0.33617	0.01	0	5	0	
49.66346	0.3785	0.01	0	0	0	
57.47549	0.40444	0.01	0	6	1	
56.36849	0.42812	0.01	0	2	0	
49.71042	0.33429	0.01	0	4	0	
48.9293	0.31578	0.01	0	4	1	
36.75609	0.2344	0.01	0.1	3	0	
34.14502	0.17389	0.01	0.1	8	1	
32.18997	0.20462	0.01	0.1	1	0	
39.21398	0.23197	0.01	0.1	6	0	
43.03286	0.10185	0.01	0.2	79	0	
44.45591	0.45871	0.01	0.1	6	0	
39.73545	0.3782	0.01	0.1	4	0	
38.86925	0.37158	0.01	0	12	0	
41.93846	0.44495	0.01	0	4	0	
46.15295	0.4629	0.01	0	6	0	
45.13572	0.42412	0.01	0	4	1	
27.20505	0.33755	0.01	0	0	0	
30.67231	0.3307	0.01	0	1	0	
31.28595	0.15852	0.01	0.1	43	0	
31.79524	0.26998	0.01	0.1	4	0	
34.93634	0.28747	0.01	0.1	6	0	
33.41617	0.26136	0.01	0.1	7	0	
34.17076	0.28008	0.01	0.3	30	0	
33.55043	0.52198	0.01	0.3	19	0	
25.27151	0.34391	0.01	0	14	0	
24.66983	0.4007	0.01	0	14	0	
25.20735	0.36711	0.01	0	6	0	
28.02372	0.45887	0.01	0	6	0	
27.82741	0.44016	0.01	0	0	0	
20.21176	0.38631	0.01	0	11	0	
20.3301	0.327	0.01	0.1	4	0	
20.12.2019	0:00:00					
11.56						
13.69						
41.67802	0.15804	0.01	0	4	0	
45.76555	0.19728	0.01	0	3	0	
43.18661	0.19804	0.01	0	3	0	
45.35208	0.19958	0.01	0	0	0	
46.18341	0.19109	0.01	0	2	0	
50.44145	0.24143	0.01	0	3	0	
42.95183	0.18759	0.01	0	3	0	
71.2995	0.35477	0.01	0	3	1	
59.62121	0.56666	0.01	0.2	13	0	
57.48255	0.52294	0.01	0.1	4	0	
58.07513	0.17408	0.01	0	3	0	
57.5842	0.18139	0.01	0	6	0	
64.97234	0.2117	0.01	0	7	0	
57.34817	0.1626	0.01	0.1	18	0	
52.68453	0.24797	0.01	0	1	0	
54.98112	0.28364	0.01	0	1	0	
57.61613	0.30506	0.01	0	0	0	
45.6806	0.29702	0.01	0	0	0	
42.99527	0.28616	0.01	0	2	0	
46.39035	0.29683	0.01	0	2	0	
45.10466	0.32022	0.01	0	2	0	
41.26958	0.28223	0.01	0	2	0	
51.82069	0.36392	0.01	0	2	0	
60.61731	0.32601	0.01	0	6	0	
50.96446	0.30326	0.01	0	6	0	
45.53277	0.33364	0.01	0	3	0	
51.32268	0.22978	0.01	0	0	0	
59.22254	0.33546	0.01	0	6	0	
57.52439	0.34645	0.01	0	4	0	
50.76811	0.256	0.01	0	5	0	
50.21091	0.36103	0.01	0	0	0	
38.19241	0.3552	0.01	0	1	0	
35.66392	0.32099	0.01	0	0	0	
33.81406	0.31845	0.01	0	3	0	
41.40627	0.42469	0.01	0	1	0	
44.54714	0.40595	0.01	0	6	0	
46.07335	0.52963	0.01	0	7	0	
40.59796	0.42138	0.01	0	1	0	
39.87596	0.3962	0.01	0	3	0	
43.07341	0.38381	0.01	0	8	0	
47.36976	0.29733	0.01	0.1	3	0	
46.18843	0.38466	0.01	0.1	5	0	
28.55374	0.24127	0.01	0.1	6	0	
32.1635	0.24861	0.01	0.1	20	0	
32.70873	0.42917	0.01	0.1	14	0	
32.99576	0.44576	0.01	0	0	0	
36.04788	0.47201	0.01	0	2	0	
34.14456	0.43773	0.01	0	2	0	
34.97761	0.48895	0.01	0	1	0	
34.25097	0.33615	0.01	0	13	0	
26.11263	0.2727	0.01	0.2	8	0	
25.40522	0.31832	0.01	0	6	0	
25.87492	0.26031	0.01	0.1	6	0	
28.97817	0.28411	0.01	0.1	11	0	
28.51986	0.3963	0.01	0	3	0	
20.83824	0.37804	0.01	0	1	0	
20.9576	0.39017	0.01	0	0	0	
20.12.2019	6:00:00					
-0.21						
13.07						
51.37024	0.1937	0.01	0	5	0	
56.77765	0.23598	0.01	0	1	0	
52.53787	0.24658	0.01	0	0	0	
55.82411	0.24927	0.01	0	0	0	
57.03526	0.25249	0.01	0	0	0	
63.74182	0.29673	0.01	0	1	0	
53.00289	0.23599	0.01	0	1	0	
88.84518	0.49273	0.01	0	0	0	
71.67088	0.34619	0.01	0	0	0	
69.51703	0.35927	0.01	0	0	0	
69.95355	0.36051	0.01	0	1	0	
68.98157	0.37113	0.01	0	1	0	
76.7918	0.43725	0.01	0	0	0	
67.07278	0.36473	0.01	0	0	0	
61.64051	0.27672	0.01	0	2	0	
64.23241	0.2535	0.01	0	5	0	
67.63362	0.21373	0.01	0	2	0	
56.10655	0.28364	0.01	0	2	0	
51.78087	0.24128	0.01	0.1	7	0	
56.40747	0.23928	0.01	0	14	0	
54.90756	0.39171	0.01	0	1	0	
50.45368	0.37047	0.01	0	6	1	
62.41482	0.4814	0.01	0	0	0	
72.23947	0.57691	0.01	0	12	0	
59.6389	0.45213	0.01	0	0	0	
53.68296	0.50659	0.01	0	10	0	
60.6893	0.49108	0.01	0	0	0	
69.72628	0.45718	0.01	0	2	1	
66.71141	0.43145	0.01	0	3	0	
58.62532	0.45158	0.01	0	0	0	
58.37691	0.47223	0.01	0	0	0	
44.49674	0.45859	0.01	0	0	0	
41.86151	0.41385	0.01	0	6	1	
39.92398	0.41352	0.01	0	1	0	
49.09089	0.51024	0.01	0	2	0	
52.0007	0.54892	0.01	0	15	0	
53.10886	0.5859	0.01	0	3	0	
46.12644	0.51075	0.01	0	3	0	
45.98197	0.59872	0.01	0	4	0	
49.35544	0.49234	0.01	0	2	0	
54.14354	0.44365	0.01	0.1	2	0	
52.42995	0.45371	0.01	0	0	1	
32.77774	0.33833	0.01	0.1	1	0	
36.69132	0.36365	0.01	0.1	6	0	
37.20018	0.38312	0.01	0.1	6	0	
37.2912	0.48484	0.01	0	1	0	
40.64968	0.52652	0.01	0	1	0	
38.00307	0.50422	0.01	0	2	0	
39.0199	0.55116	0.01	0	3	0	
38.21212	0.54869	0.01	0	2	0	
