U0(mV)	U90(mV)	I(mA)	errorU0(%)	errorU90(%)	TxV(V)	
06.02.2019	18:00:00 ! data and time
7.52 ! temperature c
13.69 ! External battery voltage V
86.3395	6.86908	0.001	0.9	5	2	
84.42735	8.10605	0.001	0.4	2	2	
78.17111	8.4722	0.001	0	0	2	
77.35749	8.1469	0.001	0	0	2	
37.37299	7.3819	0.001	0.1	2	2	
39.95898	7.65806	0.001	0	2	2	
38.26647	7.36105	0.001	0	1	2	
42.12259	7.91587	0.001	0	1	2	
39.54804	6.79296	0.001	0	0	2	
42.11732	5.4804	0.001	1.1	0	2	
40.6792	5.10104	0.001	1.1	1	2	
42.77265	5.65471	0.001	1.5	4	2	
43.46065	4.96238	0.001	1.6	8	2	
42.84109	6.82219	0.001	0.2	1	3	
39.83578	6.48212	0.001	0.1	1	2	
19.48959	4.7036	0.001	0.3	2	2	
20.35382	4.7103	0.001	0	2	2	
22.12467	4.38172	0.001	0	2	2	
22.29529	4.58549	0.001	0.1	2	2	
22.88578	4.74153	0.001	0.1	2	2	
22.34502	4.54407	0.001	0	0	2	
21.51181	4.95721	0.001	0.3	0	2	
22.12245	4.32117	0.001	0.6	2	2	
11.85623	1.74045	0.001	1.5	6	2	
12.32042	1.81198	0.001	1.5	4	2	
12.5737	1.70905	0.001	1.2	1	2	
13.72042	2.04382	0.001	1.3	0	2	
13.28041	1.84125	0.001	1.4	2	2	
75.61437	12.50371	0.01	0	0	2	
81.87264	8.59695	0.01	0.1	0	28	
03.08.2019	0:00:00					
-1.18						
12.14						
151.76066	11.5085	0.001	0.1	2	16	
168.77836	11.24648	0.001	0.1	2	2	
148.85536	9.05047	0.001	0.2	4	2	
153.99191	7.70376	0.001	0.5	6	2	
149.76202	6.40127	0.001	0.6	5	2	
180.89845	6.95667	0.001	0.6	1	2	
133.68585	5.25078	0.001	0.5	2	2	
174.79562	6.69108	0.001	0.5	6	2	
153.94931	4.65944	0.001	0.7	17	2	
154.31222	9.58244	0.001	0	1	3	
145.75679	8.23361	0.001	0	1	2	
161.54673	8.79037	0.001	0	1	2	
152.91386	7.97301	0.001	0	2	2	
151.80534	7.60491	0.001	0.1	3	2	
144.56146	6.76652	0.001	0.2	5	2	
140.61418	5.43705	0.001	0.4	6	2	
144.77525	5.33524	0.001	0.5	5	2	
82.51668	8.63706	0.001	1.4	1	2	
73.35134	7.83866	0.001	0.9	1	2	
80.87417	7.58842	0.001	1	3	2	
89.0912	7.59112	0.001	1.1	7	2	
79.69746	9.13978	0.001	0.1	0	5	
72.6855	9.29782	0.001	0	0	2	
83.91694	8.82442	0.001	0.2	1	2	
80.78592	8.05279	0.001	0.3	3	2	
72.76408	7.64227	0.001	0.7	4	2	
78.06066	7.00644	0.001	0.7	3	2	
84.44557	6.73772	0.001	0.9	1	2	
83.44602	7.14978	0.001	0.7	0	2	
78.61968	6.76671	0.001	0.7	2	3	
78.57167	6.12442	0.001	0.8	5	3	
38.72651	5.50756	0.001	1.8	8	2	
40.07944	7.32917	0.001	0.3	1	2	
38.47934	7.11445	0.001	0.2	1	2	
42.68824	7.59818	0.001	0.1	2	2	
40.14532	6.74035	0.001	0	1	2	
42.98121	7.26376	0.001	0	2	2	
40.7166	6.73908	0.001	0	1	2	
42.01484	7.71802	0.001	0	0	2	
41.32358	6.95385	0.001	0.2	1	2	
42.08612	6.64692	0.001	0.4	2	3	
39.01084	5.76535	0.001	0.7	3	3	
18.61112	3.76079	0.001	1.8	3	2	
19.91253	3.66106	0.001	1.7	1	2	
22.02834	3.53434	0.001	1.2	0	2	
22.43256	3.30286	0.001	1.7	1	2	
23.51428	3.42602	0.001	1.7	4	2	
23.77639	3.24939	0.001	1.8	8	2	
22.37979	4.77832	0.001	0.5	1	2	
23.02418	4.52582	0.001	0.2	1	2	
12.53595	2.35216	0.001	0.4	2	2	
12.87991	2.52341	0.001	0.1	3	2	
12.81463	2.30335	0.001	0.1	2	2	
13.89632	2.73733	0.001	0	2	2	
13.18713	2.48538	0.001	0	1	2	
76.03003	12.90462	0.01	0	0	2	
82.36756	8.94895	0.01	0	0	27	
03.08.2019	6:00:00					
-1.14						
12.13						
151.79156	10.88865	0.001	0	1	16	
167.34851	8.22965	0.001	0.6	5	2	
148.89372	6.46973	0.001	0.7	1	2	
155.18754	6.50231	0.001	0.6	2	2	
151.35667	6.38247	0.001	0.6	5	2	
183.78578	6.14623	0.001	0.8	15	2	
131.73205	7.26893	0.001	0.1	2	2	
171.55357	7.89201	0.001	0.2	5	5	
148.89385	6.53827	0.001	0.3	6	2	
153.19616	7.10894	0.001	0.4	4	3	
145.55569	5.1948	0.001	0.4	1	5	
161.66616	5.95903	0.001	0.5	1	2	
153.98554	5.30634	0.001	0.5	5	2	
154.29588	4.94257	0.001	0.6	11	2	
145.11421	7.55122	0.001	0	1	2	
140.99588	7.12775	0.001	0	2	2	
145.18156	7.80934	0.001	0	1	2	
84.2842	12.44624	0.001	0	3	2	
73.11901	10.18759	0.001	0	1	2	
79.77444	10.3021	0.001	0	0	2	
86.32209	10.50694	0.001	0.1	1	2	
79.04528	8.36747	0.001	0.3	2	5	
71.61271	7.63704	0.001	0.7	4	2	
83.65653	6.64468	0.001	0.9	4	2	
81.22001	6.36994	0.001	0.8	1	2	
73.98829	6.91849	0.001	0.9	0	2	
79.36483	7.10247	0.001	0.7	2	2	
87.06957	6.29972	0.001	0.6	4	5	
85.39781	6.60139	0.001	0.9	8	2	
78.21665	8.33972	0.001	0.1	0	2	
77.31955	8.13361	0.001	0	0	3	
37.70944	7.30922	0.001	0.2	2	2	
40.38305	7.22094	0.001	0	0	5	
38.59383	7.32554	0.001	0	2	2	
42.54558	7.89613	0.001	0	2	2	
40.16207	6.9031	0.001	0.1	2	2	
42.22422	7.23262	0.001	0	0	2	
40.19978	6.49666	0.001	0.2	0	2	
41.40545	7.15171	0.001	0.4	2	2	
40.94354	5.93304	0.001	0.9	3	2	
42.18478	5.70635	0.001	1	2	3	
40.08247	5.24418	0.001	0.7	0	5	
19.18171	3.75302	0.001	1.8	0	2	
20.30512	3.92145	0.001	1.4	0	2	
22.53885	3.29204	0.001	1.7	3	2	
23.17298	3.27612	0.001	1.9	6	2	
23.51424	4.18715	0.001	0.7	2	2	
23.06237	4.30735	0.001	0.3	1	2	
22.52827	4.91839	0.001	0.2	2	2	
23.09267	4.65063	0.001	0	2	2	
12.01372	2.04544	0.001	0.9	4	2	
12.37421	1.87793	0.001	1.5	5	2	
12.65472	1.72296	0.001	1.3	2	2	
13.85175	2.03414	0.001	1.4	0	2	
13.34149	1.92853	0.001	1.2	1	2	
76.0347	13.08632	0.01	0	0	2	
82.54205	9.43224	0.01	0	0	27	
03.08.2019	12:00:00					
-1						
12.14						
150.04145	11.20795	0.001	0.1	0	15	
168.0567	7.73211	0.001	0.6	5	2	
150.2828	5.84744	0.001	0.8	13	2	
152.79472	9.37741	0.001	0	0	2	
148.03213	9.21379	0.001	0	0	2	
177.99778	10.48027	0.001	0	0	2	
130.14805	7.28784	0.001	0	1	2	
169.73571	8.24811	0.001	0.1	4	4	
147.50469	7.29565	0.001	0	3	2	
151.36244	8.34313	0.001	0.2	3	2	
143.14013	6.0604	0.001	0.3	5	5	
158.48165	5.92421	0.001	0.5	6	2	
151.0498	5.03455	0.001	0.5	2	2	
151.28675	5.05692	0.001	0.5	2	2	
145.54446	4.81583	0.001	0.5	6	2	
143.15655	3.96403	0.001	0.6	15	2	
144.73237	7.85249	0.001	0	1	2	
83.55667	11.48278	0.001	0.2	2	2	
72.78994	9.70511	0.001	0	1	2	
79.6817	9.94988	0.001	0	1	2	
86.6067	10.51722	0.001	0	1	2	
78.78966	8.96656	0.001	0	0	5	
72.22919	9.14421	0.001	0	0	2	
83.43752	8.91827	0.001	0.1	0	2	
80.2297	8.35144	0.001	0.2	1	2	
72.53723	8.42077	0.001	0.3	2	2	
77.26858	7.62086	0.001	0.5	3	2	
84.43726	6.72553	0.001	0.5	2	5	
82.13783	6.39806	0.001	0.9	1	2	
77.63599	6.68241	0.001	0.6	0	3	
77.45149	6.18572	0.001	0.7	2	3	
37.83659	5.56982	0.001	1.7	4	2	
41.19691	6.02384	0.001	1	4	5	
38.53407	6.82007	0.001	0.4	1	2	
42.65245	7.3418	0.001	0.2	2	2	
40.27326	6.48494	0.001	0	2	2	
41.46183	6.35251	0.001	0.6	3	2	
39.70726	5.24533	0.001	1	3	2	
41.52053	5.33578	0.001	1.5	2	2	
41.68332	5.47266	0.001	1.1	0	2	
42.90621	5.74003	0.001	0.9	1	3	
40.6229	5.19783	0.001	0.7	2	5	
20.57038	4.07716	0.001	1.5	15	2	
20.39475	4.88985	0.001	0	1	2	
21.89551	4.47043	0.001	0.2	0	2	
22.08775	4.54121	0.001	0.1	0	2	
22.63159	4.51317	0.001	0.3	1	2	
22.19392	4.09806	0.001	0.7	2	2	
21.6253	4.31247	0.001	1	3	2	
22.42731	3.55471	0.001	1.4	3	2	
12.32619	1.70307	0.001	1.8	2	2	
12.76495	1.99393	0.001	1.4	0	2	
12.93798	1.76093	0.001	1.4	1	2	
14.24452	2.02639	0.001	1.6	3	2	
13.8433	1.85731	0.001	1.6	6	2	
76.76551	13.39747	0.01	0	0	2	
82.72254	9.69709	0.01	0	0	27	
03.08.2019	18:00:00					
-0.84						
12.13						
146.57302	11.32019	0.001	0.2	0	15	
163.38294	10.92409	0.001	0.1	1	2	
144.51226	9.18738	0.001	0	0	2	
150.15643	9.18177	0.001	0.1	0	1	
145.42613	8.88085	0.001	0	0	2	
174.75675	10.11503	0.001	0.1	2	1	
127.30233	6.47354	0.001	0.2	4	2	
166.92649	6.83384	0.001	0.3	5	5	
144.18408	4.86157	0.001	0.4	9	2	
149.79779	5.97494	0.001	0.5	0	3	
142.20281	5.01827	0.001	0.4	1	5	
158.74914	5.43106	0.001	0.5	6	2	
151.70315	4.86286	0.001	0.6	12	2	
148.98434	7.68285	0.001	0	1	2	
142.70529	7.36962	0.001	0	1	2	
139.03477	6.82281	0.001	0	2	2	
143.51313	7.53235	0.001	0	2	2	
82.05176	12.16281	0.001	0.2	1	1	
70.46323	9.51088	0.001	0.3	0	2	
77.26352	9.22678	0.001	0.2	2	2	
84.0499	9.13975	0.001	0.6	3	2	
79.49252	6.89874	0.001	0.9	4	4	
72.06587	8.04501	0.001	0.3	2	2	
82.61817	8.71534	0.001	0	0	2	
79.92605	8.46204	0.001	0	0	2	
73.18072	8.45791	0.001	0	2	2	
77.48322	8.59908	0.001	0.1	0	2	
83.88498	7.99109	0.001	0	1	4	
81.88368	8.83884	0.001	0	0	2	
76.65512	8.28907	0.001	0	0	2	
75.84366	7.85329	0.001	0.1	0	2	
36.14373	7.04244	0.001	0.3	2	2	
38.9174	6.85683	0.001	0.7	5	2	
37.21173	6.17157	0.001	0.7	5	2	
42.05413	6.40916	0.001	1.9	8	2	
39.59748	6.67516	0.001	0.3	3	2	
41.84268	7.11896	0.001	0.2	0	2	
39.86096	6.45843	0.001	0.4	0	2	
41.14512	7.03812	0.001	0.5	2	2	
40.6523	6.01167	0.001	0.8	2	2	
41.7929	5.85753	0.001	0.8	2	3	
39.60534	4.77251	0.001	0.8	2	6	
19.24837	3.87631	0.001	1.8	1	2	
20.46648	3.57503	0.001	1.5	3	2	
22.58101	3.39263	0.001	1.6	0	2	
23.16458	3.15983	0.001	1.8	8	2	
23.32628	4.13645	0.001	0.3	4	2	
23.11712	4.28621	0.001	1	0	2	
22.4018	4.91465	0.001	0.5	1	2	
23.08554	4.60875	0.001	0.2	2	2	
12.77527	2.61586	0.001	1.3	2	2	
13.0944	2.69275	0.001	0.2	2	2	
12.86302	2.38925	0.001	0.5	1	2	
13.82179	2.72383	0.001	0.1	0	2	
13.17931	2.50769	0.001	0.3	0	2	
77.37984	14.11184	0.01	0.2	1	2	
83.12976	9.94497	0.01	0.1	0	27	
04.08.2019	0:00:00					
-0.72						
12.13						
143.58326	10.39858	0.001	0.1	1	15	
160.09326	10.44304	0.001	0	0	2	
141.5362	9.01224	0.001	0.1	0	2	
147.28048	8.73187	0.001	0	0	1	
142.60739	8.40161	0.001	0	0	2	
171.23309	9.64174	0.001	0.2	1	1	
125.86389	4.87427	0.001	0.3	9	2	
166.54365	5.76222	0.001	0.6	4	4	
145.34049	4.42449	0.001	0.7	17	2	
147.18881	8.40252	0.001	0	1	2	
138.55381	7.17426	0.001	0	3	4	
154.65827	8.0705	0.001	0	1	2	
146.57575	7.4077	0.001	0	2	2	
146.72659	7.19564	0.001	0	3	2	
140.54183	6.5663	0.001	0.2	4	2	
137.14453	5.43965	0.001	0.3	5	2	
141.60847	5.17773	0.001	0.6	3	2	
79.00628	7.49883	0.001	1.5	1	2	
70.09391	7.14292	0.001	1	2	2	
77.5826	7.18671	0.001	0.9	2	2	
85.32363	7.16253	0.001	1	6	2	
78.59965	6.7292	0.001	0.7	1	5	
70.83577	7.99122	0.001	0	2	2	
81.04411	8.51513	0.001	0.3	1	2	
78.90361	8.05667	0.001	0	0	2	
72.23149	8.36258	0.001	0.1	0	2	
76.67387	8.46943	0.001	0.1	0	2	
82.88332	7.92854	0.001	0.1	0	4	
80.63416	8.61226	0.001	0.1	0	2	
75.53297	7.8561	0.001	0.2	1	2	
74.88425	7.21035	0.001	0.3	3	2	
35.73949	5.00517	0.001	0.1	24	2	
39.78104	5.71736	0.001	0.9	15	5	
38.18514	4.96622	0.001	1.6	9	2	
41.41395	7.01101	0.001	0.1	0	2	
39.74525	6.00215	0.001	0.4	6	2	
42.52803	6.8392	0.001	0.4	3	1	
40.41665	6.39998	0.001	0.2	2	2	
41.70536	7.9287	0.001	1.6	9	2	
41.81498	5.80503	0.001	1.6	9	2	
42.10752	6.39359	0.001	1.1	0	2	
39.44353	4.87305	0.001	0.4	17	5	
19.42738	3.05556	0.001	1.3	18	2	
20.67828	5.26302	0.001	2.1	8	2	
22.4616	4.02335	0.001	1	10	2	
21.91645	4.38914	0.001	1.9	5	2	
23.48576	4.12446	0.001	0.3	4	2	
22.58022	4.65135	0.001	1.7	3	2	
22.24634	4.81273	0.001	0.1	7	2	
22.89785	4.54461	0.001	0.5	2	2	
11.86232	1.75624	0.001	0.6	38	2	
12.84778	2.85405	0.001	1.9	7	2	
12.49822	2.36195	0.001	1.7	10	2	
14.07538	2.58358	0.001	2.3	8	2	
12.96065	2.24893	0.001	1.9	16	2	
77.31536	13.79413	0.01	0.5	1	2	
82.68801	10.42	0.01	0.2	1	26	
04.08.2019	6:00:00					
-0.64						
12.13						
140.86085	10.32457	0.001	0.1	1	14	
157.5735	10.12423	0.001	0	0	2	
138.88243	8.72735	0.001	0	0	2	
144.38597	8.54964	0.001	0	0	1	
139.77565	8.09937	0.001	0	2	2	
167.93896	8.81386	0.001	0.2	3	1	
122.03577	5.29425	0.001	0.4	5	2	
161.33607	5.97591	0.001	0.3	7	5	
139.62307	4.02748	0.001	0.6	0	2	
145.302	5.61873	0.001	0.5	2	2	
137.80186	4.98292	0.001	0.5	2	4	
155.21815	4.67475	0.001	0.6	14	2	
144.5707	7.43168	0.001	0	1	2	
144.8704	7.33078	0.001	0	1	2	
139.4783	7.01057	0.001	0	1	2	
136.0633	6.48049	0.001	0	2	2	
140.71153	7.20708	0.001	0	2	2	
79.61039	11.51719	0.001	0	1	1	
68.67103	8.9869	0.001	0.2	1	2	
75.0566	8.54216	0.001	0.4	3	2	
81.82344	8.12413	0.001	0.7	4	2	
75.19397	6.66215	0.001	0.7	3	4	
68.9779	5.73021	0.001	1.1	1	2	
80.68878	6.46857	0.001	0.7	0	2	
78.42363	5.93907	0.001	0.8	2	2	
72.41876	5.72748	0.001	1.1	6	2	
77.22763	6.91161	0.001	0.5	4	2	
81.81035	8.24628	0.001	0.1	0	2	
80.20824	8.30335	0.001	0	0	2	
75.63198	7.89584	0.001	0	0	2	
75.03887	7.60319	0.001	0	0	2	
37.02513	7.12044	0.001	0	3	2	
39.55149	6.92777	0.001	0	0	4	
37.64939	7.03261	0.001	0	1	2	
41.23728	7.43302	0.001	0	1	2	
38.67187	5.12459	0.001	0.9	0	2	
41.7098	4.93964	0.001	1.4	1	2	
40.33064	4.81214	0.001	1.3	2	2	
43.2969	4.85368	0.001	1.8	9	2	
41.55846	6.32497	0.001	0.7	0	2	
42.28585	6.46762	0.001	0.1	0	2	
39.28845	5.93817	0.001	0	0	5	
20.09864	4.64775	0.001	0.2	4	2	
20.70867	4.66033	0.001	0.1	2	2	
22.12706	4.44559	0.001	0.2	2	2	
22.30048	4.50771	0.001	0.1	2	1	
22.84988	4.64647	0.001	0.1	0	2	
22.26018	4.32434	0.001	0.3	1	2	
21.72482	4.58442	0.001	0.5	2	2	
22.24191	3.86795	0.001	1	3	2	
12.15602	1.77463	0.001	1.9	6	2	
12.64214	1.92945	0.001	1.7	0	2	
12.77821	1.89615	0.001	1.2	0	2	
14.11381	1.99432	0.001	1.5	1	2	
13.60159	1.92056	0.001	1.5	2	2	
77.33206	14.41788	0.01	0.1	0	2	
82.77947	10.98724	0.01	0	0	26	
04.08.2019	12:00:00					
-0.52						
12.13						
139.21073	9.74512	0.001	0.1	0	14	
155.72782	9.75251	0.001	0	1	2	
136.7673	8.5161	0.001	0	0	2	
142.47837	8.31332	0.001	0	1	1	
137.54985	7.6936	0.001	0.1	3	2	
165.38543	7.94992	0.001	0.3	5	1	
120.1252	4.74785	0.001	0.4	6	2	
159.1771	5.28297	0.001	0.4	3	4	
138.02087	4.11916	0.001	0.6	3	2	
143.83279	5.11947	0.001	0.6	7	2	
135.97276	4.67754	0.001	0.4	7	4	
150.87362	7.2487	0.001	0.1	0	2	
142.28112	7.31097	0.001	0	2	2	
142.98387	7.08569	0.001	0	1	2	
137.68476	6.76729	0.001	0	2	2	
134.3637	6.26381	0.001	0.1	2	2	
138.89303	6.80262	0.001	0.1	4	2	
78.2501	10.81957	0.001	0.2	2	1	
67.69644	7.77327	0.001	0.7	4	2	
74.74922	6.9417	0.001	0.9	4	2	
83.84145	8.77097	0.001	0.3	2	2	
75.42898	8.22813	0.001	0	0	4	
69.80081	7.99002	0.001	0.2	1	2	
80.15595	8.27122	0.001	0.1	0	2	
77.89417	7.81632	0.001	0	1	2	
71.14807	8.11093	0.001	0.3	2	2	
75.39458	8.14819	0.001	0.1	0	2	
81.2529	7.60498	0.001	0	1	4	
78.79997	7.92606	0.001	0.2	2	2	
74.14795	7.11553	0.001	0.4	3	2	
73.87004	6.23728	0.001	0.6	5	2	
35.42126	5.18392	0.001	0.9	4	2	
39.39636	5.74858	0.001	1.2	2	5	
37.59178	5.3465	0.001	1.6	0	2	
41.94461	5.4299	0.001	1.3	2	2	
40.15716	4.2655	0.001	1.6	11	2	
42.22761	6.13675	0.001	0.4	2	2	
40.2089	5.82096	0.001	0.3	0	2	
42.27776	6.76748	0.001	0.1	2	2	
41.56424	6.46636	0.001	0.1	1	2	
42.12805	6.6503	0.001	0	0	2	
39.03392	5.94383	0.001	0	0	4	
19.92875	4.98239	0.001	0.2	3	2	
20.44411	4.79627	0.001	0	1	2	
21.71646	4.48545	0.001	0.3	0	2	
21.89091	4.40399	0.001	0.7	2	2	
22.30602	4.1319	0.001	0	3	2	
22.72435	3.84499	0.001	1.9	4	2	
22.52627	4.92571	0.001	0	0	2	
22.9469	4.61401	0.001	0	2	2	
12.64437	2.8262	0.001	0.8	4	1	
12.63879	2.72699	0.001	0.8	6	2	
12.60585	2.47972	0.001	0.7	2	2	
13.69953	2.28962	0.001	1.6	0	2	
13.00852	2.15009	0.001	1.8	4	2	
77.42699	15.00939	0.01	0	1	2	
82.40065	11.24633	0.01	0.1	1	26	
04.08.2019	18:00:00					
-0.35						
12.2						
138.02751	10.00523	0.001	0.2	0	13	
154.90382	9.77424	0.001	0	0	2	
134.91149	8.30725	0.001	0	0	2	
141.4925	8.13141	0.001	0	0	1	
136.4385	7.97997	0.001	0	0	2	
163.81806	6.01326	0.001	0.6	5	1	
118.89857	4.00584	0.001	0.5	0	2	
158.32208	5.28062	0.001	0.4	2	4	
137.81315	3.65954	0.001	0.7	12	2	
143.58212	4.61396	0.001	0.6	15	2	
132.01338	6.79408	0.001	0.1	2	4	
148.09135	7.54533	0.001	0	1	2	
140.37028	6.95302	0.001	0	1	2	
141.04457	6.8183	0.001	0	2	2	
135.81747	6.44672	0.001	0.1	3	2	
132.40577	5.5916	0.001	0.2	5	2	
137.02969	5.70633	0.001	0.3	6	2	
78.06658	8.23321	0.001	1.2	6	1	
68.45421	6.27319	0.001	1.2	2	2	
76.32143	6.98355	0.001	0.9	1	2	
84.11999	7.12905	0.001	0.9	2	2	
76.5204	6.56855	0.001	0.7	3	4	
71.54811	5.31992	0.001	1.3	11	2	
80.46963	7.64182	0.001	0.3	6	2	
77.86636	7.74974	0.001	0.1	0	2	
71.07672	7.8612	0.001	0	2	1	
75.31668	8.0376	0.001	0	0	2	
81.02899	7.58836	0.001	0	0	4	
79.12451	8.22601	0.001	0	0	2	
74.36328	7.71876	0.001	0.1	0	2	
73.50127	7.14795	0.001	0.2	2	2	
35.62738	6.76058	0.001	0.7	2	2	
38.22167	6.09117	0.001	1.1	5	2	
36.81799	5.25554	0.001	1.4	3	2	
41.31008	5.39784	0.001	1.4	1	2	
39.10588	5.0289	0.001	1.1	0	2	
42.52064	4.59646	0.001	1.7	4	1	
40.97153	4.55719	0.001	1.4	5	2	
42.53527	6.12506	0.001	0.8	3	2	
41.18877	6.20038	0.001	0.2	2	2	
42.19315	6.46109	0.001	0.1	1	2	
39.18202	6.14864	0.001	0	1	2	
20.05991	4.867	0.001	0	4	2	
20.70205	4.82551	0.001	0	2	2	
22.2534	4.57149	0.001	0.1	2	2	
22.28701	4.64951	0.001	0	1	1	
22.74025	4.57722	0.001	0.2	0	1	
22.26458	4.20516	0.001	0.4	2	2	
21.6864	4.27696	0.001	0.9	3	2	
23.68523	3.32565	0.001	1.8	7	2	
12.71854	2.39099	0.001	1	1	2	
13.00992	2.5703	0.001	0.7	2	2	
12.96713	2.36684	0.001	0.3	1	2	
14.29756	2.74751	0.001	0.2	2	2	
13.48266	2.60424	0.001	0	2	2	
76.77484	15.02153	0.01	0	0	2	
81.55137	11.40735	0.01	0	0	25	
05.08.2019	0:00:00					
-0.72						
12.13						
138.96711	9.95903	0.001	0.1	0	14	
155.45521	9.8514	0.001	0	0	2	
135.26841	8.34506	0.001	0	0	2	
141.47903	8.21999	0.001	0	0	1	
136.51017	8.03539	0.001	0	0	1	
164.90779	9.12425	0.001	0	0	1	
118.39002	6.12267	0.001	0	2	2	
156.27493	7.01268	0.001	0.1	3	4	
135.52598	5.79872	0.001	0.2	5	2	
139.84835	5.7783	0.001	0.4	5	2	
132.05281	4.45535	0.001	0.4	2	4	
147.90869	4.80415	0.001	0.5	1	2	
140.55674	4.45524	0.001	0.5	5	2	
142.15133	3.9651	0.001	0.6	13	2	
135.01359	6.50999	0.001	0	0	2	
131.66258	6.25996	0.001	0	1	2	
136.39082	7.007	0.001	0	1	2	
81.65155	10.87996	0.001	0.1	3	1	
69.81887	9.1379	0.001	0	1	2	
77.13739	9.34267	0.001	0	1	2	
84.21885	9.92242	0.001	0	1	2	
75.49239	8.36777	0.001	0.1	0	4	
68.85681	8.24622	0.001	0.1	1	2	
79.72261	7.85236	0.001	0.3	2	2	
76.72101	6.67102	0.001	0.5	4	2	
69.57804	6.29182	0.001	0.8	3	2	
74.62911	5.69898	0.001	0.9	2	2	
81.07324	6.21598	0.001	0.5	0	4	
79.21649	6.08635	0.001	0.8	1	2	
75.22688	5.84646	0.001	0.8	4	2	
75.53446	5.18026	0.001	0.9	8	2	
37.19187	6.57444	0.001	0.7	2	2	
39.6586	6.9664	0.001	0.1	0	4	
38.04918	6.71441	0.001	0.2	2	2	
40.75024	6.89678	0.001	0.5	2	2	
38.19352	5.57558	0.001	0.8	3	2	
40.9452	4.92862	0.001	1.4	4	2	
39.57304	4.58894	0.001	1.3	1	2	
41.67797	5.46895	0.001	1.1	1	2	
41.31912	4.74874	0.001	1.4	3	2	
42.81809	5.09102	0.001	1.2	4	2	
39.37144	5.74344	0.001	0.2	0	4	
19.84084	4.35533	0.001	0.6	3	2	
20.60219	4.55781	0.001	0.5	2	2	
22.29454	4.39002	0.001	0.3	1	2	
22.72062	4.47718	0.001	0.1	3	1	
23.44729	4.72109	0.001	0	3	1	
22.95004	4.64467	0.001	0.1	2	2	
22.17086	4.99441	0.001	0	1	2	
22.35329	4.55162	0.001	0.2	0	2	
11.95795	2.5315	0.001	0.6	2	1	
12.21791	2.37749	0.001	1.1	3	2	
12.35713	1.9348	0.001	1.3	4	2	
13.7327	1.91562	0.001	1.7	5	2	
13.21015	2.01082	0.001	1.4	0	2	
75.74816	15.20292	0.01	0	0	2	
80.92472	11.78855	0.01	0	0	25	
05.08.2019	6:00:00					
-0.61						
12.11						
137.40188	9.95967	0.001	0.2	0	14	
154.22496	9.77075	0.001	0	0	2	
134.30966	8.30828	0.001	0	0	2	
140.45544	8.19301	0.001	0	0	1	
135.412	7.94546	0.001	0	0	1	
163.36711	8.90412	0.001	0.1	1	1	
117.40907	5.59637	0.001	0.2	5	2	
156.05895	5.95598	0.001	0.3	5	4	
134.77307	4.00083	0.001	0.6	8	2	
140.06729	5.082	0.001	0.5	0	2	
131.97007	4.48541	0.001	0.4	2	5	
147.96594	4.60772	0.001	0.6	7	2	
140.91075	4.04284	0.001	0.6	14	2	
138.76858	6.82244	0.001	0	1	2	
133.48472	6.54265	0.001	0	1	2	
130.29653	6.0752	0.001	0	2	2	
135.16929	6.76007	0.001	0	1	2	
80.1654	11.48952	0.001	0.1	2	1	
68.35837	9.15649	0.001	0	0	2	
75.82688	6.90421	0.001	0.9	0	2	
83.50262	7.17097	0.001	0.9	2	2	
76.09747	6.5069	0.001	0.8	3	4	
71.01589	5.3414	0.001	1.3	11	2	
80.10296	8.08368	0.001	0.1	0	2	
77.33609	7.69463	0.001	0	0	2	
70.66395	7.74655	0.001	0.1	2	1	
74.74819	7.92632	0.001	0	0	2	
80.26757	7.46816	0.001	0	1	4	
78.41575	8.08442	0.001	0	0	2	
73.71299	7.61367	0.001	0	0	2	
72.87794	7.15468	0.001	0.1	1	2	
35.64267	7.11831	0.001	0.2	0	2	
38.51173	6.44714	0.001	0.5	2	4	
36.12047	5.64799	0.001	1.1	4	2	
40.37607	5.31065	0.001	1.5	3	2	
38.39613	4.85464	0.001	1.2	1	2	
41.60536	4.90501	0.001	1.4	1	1	
40.13714	4.68861	0.001	1.2	3	2	
42.88103	4.69251	0.001	1.8	9	1	
41.05877	5.95389	0.001	0.4	2	2	
41.80746	6.35404	0.001	0.1	1	2	
38.95716	5.84241	0.001	0	0	4	
19.79071	4.64747	0.001	0.2	3	2	
20.38582	4.70483	0.001	0	2	2	
22.0045	4.50678	0.001	0	2	2	
22.32112	4.61457	0.001	0.1	3	1	
22.83274	4.73823	0.001	0	1	1	
22.34204	4.47223	0.001	0.1	0	2	
21.69169	4.64241	0.001	0.4	1	2	
21.93067	3.81737	0.001	1	4	2	
11.86515	1.86848	0.001	1.8	6	2	
12.76918	2.49695	0.001	1.7	13	2	
12.43639	1.72111	0.001	1.7	3	2	
13.84616	2.13874	0.001	1.4	0	2	
13.3313	1.97196	0.001	1.6	1	2	
75.54914	15.04459	0.01	0	0	2	
80.56629	11.7927	0.01	0	0	24	
05.08.2019	12:00:00					
-0.8						
12.11						
139.16943	9.77551	0.001	0.1	0	14	
155.23808	9.99335	0.001	0	0	2	
135.59054	8.45582	0.001	0	1	2	
140.99153	8.04423	0.001	0.1	3	1	
137.38049	5.46929	0.001	0.6	2	2	
167.13923	5.272	0.001	0.8	11	1	
121.2826	4.49412	0.001	0.4	9	2	
157.62408	8.05845	0.001	0	2	4	
